projectid,name,cat_id,category,main_category,currency,deadline,goal,launched,pledged,state,backers,country
1026404953,"Heroes of Issachar - Quest, Build Your Castle, Defend It",40,Video Games,Games,USD,25/12/13 6:03,35000,20/11/13 6:03,3936,failed,86,US
1026419106,NYU GAP SHOW: THE PHYSICISTS,18,Theater,Theater,USD,02/04/11 5:58,500,01/03/11 5:58,66,failed,4,US
1026425662,DIY Colored Hair Extensions for Dolls and their Girls,20,DIY,Crafts,USD,20/03/16 20:58,5000,19/02/16 21:58,0,canceled,0,US
1026429101,A Paper Internet,28,Art,Art,USD,25/12/10 10:37,2000,31/10/10 10:53,356,failed,8,US
1026432233,Harness Melodies (Canceled),4,Film & Video,Film & Video,USD,29/03/12 0:59,20000,28/02/12 0:59,1045,canceled,32,US
1026435270,Brendan's Bar,3,Music,Music,USD,30/11/16 19:00,500000,29/10/16 21:13,975,failed,6,US
1026437597,Night Terrors,43,Shorts,Film & Video,USD,03/03/13 22:23,30000,02/01/13 22:23,0,failed,0,US
1026446534,Drunk Craftings (Canceled),70,Ceramics,Art,USD,24/04/15 23:26,900,23/02/15 23:26,0,canceled,0,US
1026453697,"ActiVclip - walk, jog, or run with your iPhone - holds 1 key",53,Technology,Technology,USD,17/09/15 1:43,8999,18/08/15 1:43,571,failed,29,US
1026472164,Pi Brewing Company,7,Drinks,Food,USD,23/08/15 6:14,10000,24/07/15 6:14,3402,failed,37,US
102648464,Foxwood,116,Woodworking,Crafts,EUR,22/05/15 23:33,5000,01/05/15 23:33,225,failed,3,NL
1026494774,The Chrome Cranks launch PR campaign for new album!,11,Indie Rock,Music,USD,30/04/12 17:30,4000,31/03/12 17:30,4516.44,successful,95,US
1026499825,save the bees. swarm catching and bee removals. protect them,6,Food,Food,CAD,01/04/16 4:07,10000,19/02/16 21:42,1,failed,1,CA
1026501457,The Loom Debut Full-Length Album!,11,Indie Rock,Music,USD,02/11/09 5:59,2500,15/09/09 5:56,4165,successful,76,US
1026510072,HopFuse: The Ultimate Portable Beer/Tea/Water Infuser Bottle,8,Product Design,Design,USD,29/10/15 20:11,1500,14/09/15 21:11,3320,suspended,77,US
1026514485,Praise Apparel,14,Design,Design,USD,19/05/15 14:39,7500,19/04/15 14:39,176,failed,5,US
1026522515,A Country For Old Men,36,Web,Journalism,USD,18/05/16 20:03,10000,18/04/16 20:03,27,failed,3,US
1026528251,DESPERATE MEASURES - an independent feature film,2,Narrative Film,Film & Video,USD,04/08/11 18:11,2500,05/07/11 18:11,325,failed,14,US
1026528533,Help Save High School Theater,107,Plays,Theater,USD,30/07/14 22:53,150,30/06/14 22:53,15,failed,3,US
102652880,Beach Bodies Travelling Exhibition,25,Photography,Photography,AUD,25/08/14 4:53,6000,11/07/14 4:53,1,failed,1,AU
1026533523,"Perc,    iconic cafe + espresso cups",8,Product Design,Design,USD,02/07/11 20:02,9000,28/05/11 20:02,10322.4,successful,128,US
1026534747,KrabKlaw - The Multi-tool Inspired By Nature,14,Design,Design,USD,11/12/15 1:37,4000,27/10/15 0:37,567,failed,30,US
1026540761,Hoten,43,Shorts,Film & Video,USD,30/01/13 20:30,6000,31/12/12 20:30,2766,failed,22,US
102657655,The ART of Choices,22,Food Trucks,Food,USD,29/07/14 4:18,7000,15/07/14 4:18,261,failed,9,US
1026585863,Feltmeupdesigns Rainbow Doodle Birds Printed Tea Towel,148,Printing,Crafts,GBP,25/06/15 18:54,850,26/05/15 18:54,3215,successful,179,GB
1026585977,The Control's New  EP!,32,Rock,Music,USD,03/11/12 21:53,1000,19/09/12 22:53,1000,successful,17,US
1026589061,Skookum: The Hunt for Bigfoot: a Feature Adventure/Horror,2,Narrative Film,Film & Video,USD,13/05/13 11:01,9500,14/03/13 10:01,2846,failed,39,US
1026592848,THINK DECK - Cards for reflection and self-discovery,13,Games,Games,USD,21/10/16 5:00,2000,20/09/16 21:00,5335,successful,139,US
102659429,UNSPOKEN,30,Fiction,Publishing,USD,22/04/12 22:29,2000,22/03/12 16:21,130,failed,4,US
1026598212,Numenera: Into the Ninth World,27,Tabletop Games,Games,USD,10/09/15 2:00,20000,05/08/15 18:04,417560,successful,3317,US
1026599040,Journey to becoming Ms. United States 2015 (Suspended),135,Couture,Fashion,USD,03/07/15 22:00,5000,12/06/15 15:31,0,suspended,0,US
102661219,Fern Teather - Debut Album!,83,Country & Folk,Music,GBP,04/07/15 0:59,2000,03/06/15 15:24,2280,successful,50,GB
1026625473,Prints for Paint,54,Painting,Art,USD,09/04/14 22:08,300,10/03/14 21:08,381,successful,9,US
1026629335,KADOMARU: The R-Line Card Sleeves,27,Tabletop Games,Games,USD,21/04/16 7:24,5000,22/03/16 6:24,2518,failed,79,US
1026630838,Rise of the Cult of Nagfa: A Pathfinder Adventure,27,Tabletop Games,Games,USD,31/12/12 6:59,750,22/11/12 0:23,3031,successful,57,US
1026631893,Kickstart a Twitch Streamer (Canceled),40,Video Games,Games,CAD,14/08/14 21:44,3000,15/07/14 21:44,10,canceled,1,CA
1026634912,Home-built Hobbit House,12,Crafts,Crafts,USD,30/11/13 19:26,1000,31/10/13 18:26,1539.5,successful,58,US
1026637206,Create a Creature,140,Crochet,Crafts,CAD,20/04/15 6:32,5000,25/02/15 5:03,3,failed,2,CA
1026637716,"""What Would Lemmy Do?"" music video by Joecephus & TGJM",4,Film & Video,Film & Video,USD,16/12/10 21:47,1500,18/11/10 21:47,1525,successful,29,US
1026637861,Food service to you,5,Restaurants,Food,USD,01/05/16 5:01,40000,26/03/16 1:51,0,failed,0,US
1026638117,The AOA Presents: The Maiden of Orleans,107,Plays,Theater,USD,12/03/15 20:13,250,10/02/15 21:13,570,successful,10,US
1026639853,Modernized Case to Ensure Student Achievement (Canceled),8,Product Design,Design,USD,20/04/15 23:00,30000,16/03/15 22:00,1361,canceled,10,US
102664199,GLTC Presents Robin Hood!!,18,Theater,Theater,USD,10/08/13 22:00,400,26/07/13 22:00,601,successful,22,US
1026647712,Electra & Orestes Production Funding,18,Theater,Theater,USD,23/05/11 18:24,500,17/03/11 23:13,627,successful,20,US
1026649227,The Studio,3,Music,Music,EUR,10/01/16 3:55,3000000,11/12/15 3:55,0,failed,0,FR
1026651481,College Basketball Mobile Phone App Project,55,Software,Technology,USD,18/11/12 4:13,1000,19/10/12 4:13,50,failed,1,US
1026654680,Basslock 'Rise' EP,44,Electronic Music,Music,GBP,01/01/14 13:00,500,14/11/13 20:48,140,failed,5,GB
1026656812,The Greatest Escape (Canceled),75,Animation,Film & Video,USD,30/11/12 21:06,2000000,01/10/12 21:06,0,canceled,0,US
1026661338,Decisions (Everyone has Demons),43,Shorts,Film & Video,USD,30/11/13 17:40,7500,01/10/13 17:40,0,failed,0,US
1026670616,Stone Mountain Station's Debut Full-Length Album,32,Rock,Music,USD,03/07/13 22:02,8000,03/06/13 22:02,8100,successful,77,US
1026676975,Race Pilots: The First African-American Fliers (Canceled),9,Documentary,Film & Video,USD,05/07/13 21:29,7000,24/06/13 19:40,485,canceled,7,US
1026682583,Alone With Company,43,Shorts,Film & Video,USD,08/04/15 1:00,5000,09/03/15 0:00,6100,successful,44,US
1026698316,Open Closet Fashion Week,17,Fashion,Fashion,USD,29/06/13 13:02,7500,30/05/13 13:02,2575,failed,2,US
1026701306,Poetry4Teens,103,Music Videos,Film & Video,AUD,24/02/16 4:50,1000,25/01/16 4:50,1030,successful,4,AU
1026703443,"Mad Temple ""Animal"" Music Video",4,Film & Video,Film & Video,USD,22/12/13 3:53,4000,22/11/13 3:53,735,failed,7,US
1026707446,"My Mom, My Man, and Me Pilot",21,Webseries,Film & Video,USD,21/05/14 12:56,8000,26/04/14 12:56,1880,failed,15,US
1026733787,The Scarlet Oak: The Greatest Adventures Begin in a Tavern,27,Tabletop Games,Games,USD,06/12/14 13:00,75000,22/10/14 13:00,5846.25,canceled,30,US
1026735199,Locked Up,30,Fiction,Publishing,USD,22/05/14 16:07,700,22/04/14 16:07,1058,successful,92,US
1026740303,"My Wallet, our planet.",8,Product Design,Design,EUR,13/10/14 4:22,10000,13/09/14 4:22,21,failed,2,NL
1026744324,Égri og HvÕtur ˜lfur (Canceled),2,Narrative Film,Film & Video,CAD,10/06/14 6:35,37747,11/04/14 6:35,130,canceled,2,CA
1026769872,GAMER LOGIC - Retro Gaming-Inspired Designs,40,Video Games,Games,GBP,30/09/14 14:42,670,31/08/14 14:42,344,failed,21,GB
1026786612,The Summoned,122,Thrillers,Film & Video,USD,04/10/14 8:59,5000,15/08/14 23:03,50,failed,2,US
1026786900,Danger Kids Universe,30,Fiction,Publishing,USD,23/08/13 12:12,55000,24/07/13 12:12,25,failed,1,US
1026787511,Classic JRPG,40,Video Games,Games,USD,08/10/15 8:11,500,09/08/15 8:11,205,failed,6,US
102679287,New laptop for future app/game making,35,Gadgets,Technology,GBP,08/08/14 17:37,750,09/07/14 17:37,0,failed,0,GB
1026795288,Real Carbon Fiber Comb,8,Product Design,Design,USD,01/06/15 0:00,5000,13/04/15 17:23,8904,successful,263,US
1026795345,Back Yard Heroes - The series (Canceled),9,Documentary,Film & Video,USD,17/04/13 14:32,125000,03/03/13 14:32,0,canceled,0,US
1026799920,"HoverBars - We Don't Make Hoverboards, We Make Them Safer.",35,Gadgets,Technology,USD,23/07/16 20:00,275000,23/06/16 20:00,480,canceled,4,US
1026805612,Notes From a Red Nose - eBook About Theatre Clowning,10,Nonfiction,Publishing,USD,06/03/15 2:00,3500,02/02/15 19:33,475,failed,14,US
1026811270,Garden Harvest Portable Water Timer,35,Gadgets,Technology,USD,21/11/16 15:47,8000,22/10/16 15:47,0,failed,0,US
1026813689,SunMuffs» - Ear Protection and Eyeware Accessory,8,Product Design,Design,USD,20/02/16 12:10,3200,21/01/16 12:10,3334,successful,96,US
1026818674,Help King of Prussia self-release their new album!,11,Indie Rock,Music,USD,14/01/12 14:22,3500,14/12/11 2:54,3580,successful,90,US
102682359,CleverShare,36,Web,Technology,EUR,09/12/16 8:32,30000,09/11/16 8:32,101,live,2,DE
1026823684,If I build it they will become,42,Publishing,Publishing,USD,20/08/14 16:04,13000,21/07/14 16:04,10,failed,1,US
1026824262,Joe Young: New album! New music!,3,Music,Music,USD,18/10/13 6:59,2500,20/08/13 0:47,620,failed,13,US
102684791,"""Painted Hearts"" (Canceled)",4,Film & Video,Film & Video,USD,22/11/11 15:32,50,23/09/11 16:32,0,canceled,0,US
1026864342,Parma Cittö delle Muse,153,Civic Design,Design,EUR,02/10/15 15:23,20000,03/08/15 15:23,780,failed,9,IT
1026881595,Poland Fables,24,Illustration,Art,USD,30/06/13 6:34,2000,31/05/13 6:34,2011.64,successful,30,US
1026887932,VivaBoo tea infuser and Vivid Coral Pick food pick set,8,Product Design,Design,USD,03/07/15 6:08,5000,19/05/15 6:08,6696,successful,199,US
1026908474,Equus Ferus Caballus Music Festival,11,Indie Rock,Music,USD,05/07/14 21:43,1000,25/06/14 21:43,36,failed,4,US
1026910156,After The World Forgets - A documentary,9,Documentary,Film & Video,USD,09/01/12 20:44,10000,10/11/11 20:44,10011,successful,51,US
102691588,"Russian for Babies, Mommies & Daddies",68,Children's Books,Publishing,USD,25/06/14 15:04,3200,21/05/14 15:04,3205,successful,23,US
1026916912,Automatic Cristmas Tree Feeder,35,Gadgets,Technology,USD,22/11/16 19:39,150000,23/09/16 19:39,251,suspended,11,US
1026917230,CONVERTIGO,17,Fashion,Fashion,USD,01/07/13 4:27,60000,17/05/13 4:27,3107,failed,23,US
1026921666,"Thomas Ligotti ""Death Poems"" Updated Deluxe Edition!",30,Fiction,Publishing,USD,03/05/13 1:25,5000,03/04/13 1:25,5161,successful,75,US
1026929560,Microlending Film: A Documentary About Enterprising Women,9,Documentary,Film & Video,USD,29/01/11 5:59,19999,28/12/10 17:04,2551,failed,52,US
1026946731,Until We Sleep - Issue 1,15,Comic Books,Comics,USD,02/03/15 19:52,3000,31/01/15 19:52,3647,successful,69,US
1026948422,Making LP3 featuring the Tosca String Quartet,11,Indie Rock,Music,USD,27/05/13 5:00,20000,23/04/13 16:16,3722,failed,107,US
1026950245,Tooth Plushies by The Awkward Yeti,98,Webcomics,Comics,USD,29/02/16 23:00,7500,07/02/16 20:03,10930,successful,328,US
1026950275,Xenu's Space Opera,82,Spaces,Theater,USD,02/06/15 17:34,500000,03/04/15 17:34,24,failed,9,US
1026952639,Art Therapy Pedalers,28,Art,Art,USD,06/08/14 19:45,6000,07/07/14 19:45,6604,successful,95,US
1026954399,Job searching in San Francisco,42,Publishing,Publishing,USD,21/02/15 10:12,10000,27/01/15 10:12,71,failed,3,US
1026957989,HOPELESS - Zombie Feature Film (Canceled),2,Narrative Film,Film & Video,USD,23/08/12 1:16,45000,24/07/12 1:16,4214,canceled,83,US
1026958503,Postcard Project,28,Art,Art,USD,29/11/15 19:02,350,30/10/15 18:02,374,successful,17,US
10269635,Follow the Rabbt,23,Public Art,Art,USD,31/07/13 22:08,2500,01/07/13 22:08,440,failed,7,US
1026969816,OpenTapp Alcohol Distribution App,46,Apps,Technology,USD,07/03/16 13:45,60000,07/01/16 13:45,23,failed,4,US
102697452,Shut-App!,46,Apps,Technology,USD,25/08/16 12:01,10800,26/07/16 12:01,11029.67,successful,332,US
1026976892,Your personal version of Drop Box you Control!,36,Web,Technology,USD,10/08/14 22:02,50,11/07/14 22:02,1,failed,1,US
1026978574,CROSSING BLOOD LINES,43,Shorts,Film & Video,USD,19/05/12 5:59,6000,20/03/12 22:07,6015,successful,32,US
1026985969,Hackers Versus Banksters: A Visual Novel About Revenge,40,Video Games,Games,CAD,15/04/16 17:35,1000,16/03/16 16:35,441,failed,19,CA
1026987518,Hashtag - Short Film,112,Science Fiction,Film & Video,USD,05/12/14 20:52,40000,05/11/14 20:52,44222.43,successful,284,US
1026988392,Project Cheese-Stick,72,Comedy,Film & Video,USD,08/09/14 1:38,500,10/08/14 7:47,35,failed,2,US
1026993968,Andromeda PC/Steam/PS4/Xbox One,40,Video Games,Games,EUR,15/07/16 23:15,30000,16/05/16 23:15,13663,failed,493,ES
1027002147,"The ""Mano-Matic"" 3D printed Bionic Hand",120,3D Printing,Technology,USD,04/10/14 0:45,5000,11/08/14 23:49,586,failed,10,US
102700417,Gulliver's Odyssey Survival Horror Adventure FPS (PC Game),40,Video Games,Games,USD,02/10/14 20:29,900,02/09/14 20:29,65,failed,6,US
1027022192,Tiny House Family Website,36,Web,Journalism,USD,26/01/15 1:00,2500,24/12/14 18:22,191,failed,11,US
1027030540,Book 2047 (Canceled),30,Fiction,Publishing,GBP,17/06/15 15:05,20000,19/04/15 15:41,0,canceled,0,GB
1027032995,Swiftpaw Acrylic Charms,12,Crafts,Crafts,USD,23/10/12 19:35,240,09/10/12 19:35,338,successful,21,US
1027038064,OVERTAKE AND SURPASS! A Revolutionary Poster. (Canceled),88,Digital Art,Art,USD,02/01/16 23:31,2000,03/12/15 23:31,0,canceled,0,US
1027040482,CounterCrop: The Modern Way to Grow Your Own Food,6,Food,Food,USD,18/01/15 17:57,75000,04/12/14 17:57,132911,successful,591,US
1027043507,"Clem Snide -  New Full Length Record - ""Songs For Mary""",11,Indie Rock,Music,USD,04/05/12 16:18,10000,04/04/12 16:18,20351,successful,312,US
10270441,Io-1 -  A True LPT Parallel Port Cape For The Beaglebone.,33,Hardware,Technology,USD,01/01/14 20:30,7400,02/12/13 20:30,836,failed,13,US
1027052134,iGeekReviews.com domain and hosting aquisition.,36,Web,Technology,USD,23/02/15 4:06,500,29/01/15 4:06,7,failed,3,US
1027055125,ARKCANARY II acoustic iPhone speaker,8,Product Design,Design,USD,04/03/11 0:33,12000,03/02/11 0:36,3090,failed,140,US
1027063707,GabrielGuide Helia High heel insoles,119,Footwear,Fashion,EUR,26/05/16 19:11,13000,26/04/16 19:11,20,failed,1,NL
1027074509,ReveaLED - The UV LED Flash Light for Smartphones,8,Product Design,Design,USD,25/02/16 1:08,5000,23/01/16 1:08,45328,successful,1337,US
1027084756,I WISH,10,Nonfiction,Publishing,USD,27/12/16 18:18,15000,29/11/16 18:18,395,live,10,US
1027085473,"Large Red Interior, a play about the Matisse-Picasso rivalry",18,Theater,Theater,USD,07/02/13 19:29,50000,08/01/13 19:29,50,failed,1,US
1027086225,Venture: The Investment Game,61,Mobile Games,Games,USD,05/08/15 0:11,10000,11/07/15 0:11,6,failed,2,US
1027095904,"RENTED... to the DEAD issue 1 ""Zombies... 1000s of em!""",19,Comics,Comics,GBP,02/08/13 19:03,800,28/06/13 19:03,2083,successful,53,GB
1027098715,In Between The Notes,56,World Music,Music,USD,15/05/12 10:04,3960,14/04/12 10:04,1176,failed,30,US
1027102028,Wind & Rain Candle Shop,131,Candles,Crafts,USD,18/04/15 2:37,1623,19/03/15 1:37,126,failed,3,US
1027113627,The Angriest Guitar Player In The World's Debut Album,83,Country & Folk,Music,GBP,02/02/16 21:58,4000,03/01/16 21:58,867,failed,46,GB
1027124365,Truck Stop Skateboard Mount,14,Design,Design,USD,04/03/16 19:26,2500,03/02/16 19:26,70,failed,2,US
1027137858,Miss Percep's Inn,2,Narrative Film,Film & Video,USD,24/12/15 23:47,4500,24/11/15 23:47,4560,successful,84,US
1027140196,"The Twerk Group: ""Twerkday"" Issue #1",130,Zines,Publishing,USD,07/02/15 17:49,100000,09/12/14 17:49,1,failed,1,US
1027142076,SCIONS OF MYSTRA - An Animated Graphic Adventure App,60,Young Adult,Publishing,AUD,28/05/14 9:18,14000,23/04/14 9:18,3220,failed,24,AU
1027144241,Silvon: Bedding Basics Reimagined,8,Product Design,Design,USD,17/06/16 2:00,20000,16/05/16 13:43,537823.5,successful,4730,US
1027145554,From Portland to Portugal: World Sketch Tour (Canceled),54,Painting,Art,USD,10/04/11 0:25,5000,09/02/11 0:25,35,canceled,2,US
1027147281,University Circle: Creating a Sense of Place,4,Film & Video,Film & Video,USD,12/09/12 2:28,35000,14/07/12 2:28,5801.12,failed,45,US
1027158021,STORY SQUAD! Heroes of Literacy! Smart Fun! BOOM!,151,Kids,Music,USD,06/10/14 6:00,3500,25/08/14 20:11,3915,successful,82,US
1027159767,Down State Left Musicals,18,Theater,Theater,USD,17/10/13 6:00,11000,12/09/13 19:48,11600,successful,72,US
1027161492,Waddle Slide - An App for iPhone and Android,40,Video Games,Games,USD,24/04/11 8:59,1000,17/03/11 3:19,16,failed,3,US
1027165866,Little Magdeline (Film),149,Romance,Film & Video,USD,14/11/14 9:00,400000,02/10/14 23:56,666,failed,18,US
1027171292,Black Sun: Revolutionary Solar Collector,53,Technology,Technology,USD,26/12/13 2:07,30000,26/11/13 2:07,8390,failed,90,US
1027178880,Kevilyn's start.,28,Art,Art,USD,08/06/15 19:42,545,04/05/15 19:42,0,failed,0,US
1027182615,The Uncanny Alley,111,Horror,Film & Video,USD,29/06/14 18:20,12000,30/05/14 18:20,12500,successful,132,US
1027191890,Echo Stains Live,11,Indie Rock,Music,USD,31/01/15 7:56,1000,01/01/15 7:56,21,failed,2,US
1027196538,Unconditional Love,72,Comedy,Film & Video,GBP,16/01/15 13:26,300,17/12/14 13:26,75,failed,5,GB
1027216188,Ben Garcia - Country Music Breakout Hispanic Artist,83,Country & Folk,Music,USD,16/01/15 17:42,25000,17/12/14 17:42,0,failed,0,US
1027220157,"""The Party"":Debut Studio Album By Stella NÀva",11,Indie Rock,Music,USD,05/11/16 1:00,3500,03/10/16 7:06,310,failed,7,US
1027220566,12 for '12 (3.0): Dangerous Games Novels,30,Fiction,Publishing,USD,18/06/12 6:00,10000,16/05/12 21:15,18001.87,successful,389,US
1027242401,Fishing on Facebook: A Writing Yoga Memoir,10,Nonfiction,Publishing,USD,05/12/11 21:00,1000,23/11/11 15:48,1102,successful,39,US
1027263169,California Drought Solution Database,55,Software,Technology,USD,24/07/16 15:25,17000,25/05/16 15:25,500,failed,1,US
1027265164,Smart Home Energy Saver and Generator,33,Hardware,Technology,EUR,24/03/16 23:00,45000,08/03/16 16:23,1,failed,1,NL
1027270396,We make the future,17,Fashion,Fashion,CAD,11/12/13 9:03,20000,11/11/13 9:03,8958.42,failed,60,CA
1027293716,Dale of Merchants: The Guild of Extraordinary Traders,27,Tabletop Games,Games,USD,31/07/15 20:27,14000,02/07/15 20:27,20859.6,successful,749,US
1027295850,"All Natural, Gourmet Cotton Candy in over 100 Flavors!",6,Food,Food,USD,17/11/13 16:34,10000,18/10/13 16:34,2928,failed,55,US
1027313199,Shirts and items for everyone to remember,8,Product Design,Design,USD,17/09/12 18:17,700,07/08/12 0:11,20,failed,1,US
1027315721,I left my 'WATCH' in San Francisco...,8,Product Design,Design,USD,10/10/12 5:00,15000,12/09/12 17:02,25663,successful,100,US
1027340857,"Kickstart ""Finder's Keepers"" the movie (Canceled)",2,Narrative Film,Film & Video,USD,12/03/12 4:00,6582,15/01/12 1:27,115,canceled,2,US
1027355870,Printmaking Special Artist Residency at Arquetopia,28,Art,Art,USD,02/07/14 0:50,2700,18/06/14 0:50,2720,successful,33,US
1027357082,Jeremy Caywood - First Full Length Album,11,Indie Rock,Music,USD,26/07/14 1:59,4500,23/06/14 6:27,2600,failed,64,US
1027359084,Watch Out for That Car,9,Documentary,Film & Video,USD,14/06/13 21:10,170000,15/04/13 21:10,52,failed,4,US
102737445,Help to complete my biography,10,Nonfiction,Publishing,USD,06/03/15 0:52,2500,19/02/15 0:52,0,failed,0,US
1027391370,Writing in Pictures -- The Comic Zine for Unpublished Comics,42,Publishing,Publishing,USD,28/03/11 4:03,1400,16/02/11 4:03,371,failed,9,US
1027424768,King of Kings Bicycle Playing Cards Printed by USPCC,27,Tabletop Games,Games,USD,25/08/13 22:59,15000,26/07/13 22:59,15684.8,successful,369,US
1027425030,"It's OLIVER! It's STEAMPUNK! Please sir, Kickstart our Show!",18,Theater,Theater,USD,26/11/13 6:00,5000,30/10/13 18:54,5397,successful,93,US
1027439926,"Ezy-Wrecking bar! Get the job done...quicker,easier,smarter",8,Product Design,Design,AUD,15/10/15 5:56,145000,15/09/15 5:56,280,failed,2,AU
1027443160,PUSHING THE LINE,72,Comedy,Film & Video,USD,20/12/15 3:57,2500,20/11/15 3:57,225,failed,6,US
1027453911,Lamanche Urban Farm,6,Food,Food,USD,22/09/11 17:49,4000,23/08/11 17:49,4425,successful,84,US
1027457246,LET'S SING,151,Kids,Music,USD,20/07/14 5:00,159000,18/06/14 5:25,851,failed,25,US
1027458856,Numenera: Strand,112,Science Fiction,Film & Video,SEK,04/03/15 21:47,290000,02/02/15 21:47,338988,successful,708,SE
1027463356,Mean looking men with adorable puppies,57,Photobooks,Photography,USD,02/10/14 18:32,5000,02/09/14 18:32,0,failed,0,US
1027465171,Grandma's Pantry (Canceled),6,Food,Food,USD,28/10/15 19:06,5000,28/09/15 20:06,1,canceled,1,US
1027467281,"""Shades of Pink"" One girl Idle group to rule them all!",9,Documentary,Film & Video,USD,18/04/14 18:55,150000,19/03/14 17:55,80,failed,2,US
1027470105,"Ikou ze! ""Let's Go!""",43,Shorts,Film & Video,USD,13/08/11 3:47,850,24/07/11 3:47,975,successful,12,US
1027488061,Cabelo Cosmetics,38,Ready-to-wear,Fashion,USD,13/06/15 2:21,1500,14/05/15 2:21,0,failed,0,US
1027492045,NorthernSouthernTees,48,Apparel,Fashion,USD,15/03/15 21:45,750,13/02/15 22:45,25,failed,1,US
1027494593,Tinker's Treasury at Crypticon Seattle!,17,Fashion,Fashion,USD,30/03/14 22:16,1200,28/02/14 22:16,197,failed,7,US
1027499040,"GOVERRE - a chic, spill-proof, portable, stemless wine glass",14,Design,Design,USD,15/02/14 17:00,100000,16/01/14 17:00,41542,failed,491,US
1027500883,What the Hell?!!: A Documentary on HELL,9,Documentary,Film & Video,USD,19/07/11 4:51,25000,20/05/11 4:51,0,failed,0,US
1027505386,Colourful Creations (Canceled),54,Painting,Art,GBP,20/07/15 10:35,600,18/06/15 12:46,0,canceled,0,GB
1027508797,Its A Rib Thing,22,Food Trucks,Food,GBP,30/05/15 23:26,25000,30/04/15 23:26,100,failed,2,GB
1027515787,Con Nuestros Propios Esfuerzos (English Translation),141,Translations,Publishing,USD,22/04/16 21:31,5000,22/02/16 21:31,150,failed,4,US
1027518008,love of figs + love of chocolate = fab figs!,6,Food,Food,USD,09/09/13 8:59,25000,14/08/13 16:17,1901,failed,30,US
1027518099,TMTLAB - A short film based on a children's book (Canceled),75,Animation,Film & Video,USD,31/01/14 15:47,70000,01/01/14 15:47,100,canceled,1,US
102752491,Soul Bound,30,Fiction,Publishing,USD,25/07/13 7:07,10500,25/06/13 7:07,3,failed,3,US
1027525272,Elana Gleason in Recital on September 27th,3,Music,Music,USD,13/09/14 6:00,650,08/08/14 16:35,2573,successful,61,US
102753123,Space Cadet. The Film.,2,Narrative Film,Film & Video,USD,24/10/11 2:09,37000,24/09/11 2:09,4527.13,failed,53,US
1027534585,"1st Lactose Free Ready to Drink ""Butter"" Coffee with Ghee",7,Drinks,Food,CAD,06/10/16 20:49,30000,06/09/16 20:49,534.67,failed,15,CA
1027538957,Groovebox Studios Presents Nathan Kalish,11,Indie Rock,Music,USD,12/01/14 5:59,1200,16/12/13 18:32,1286,successful,51,US
1027543814,Arcana Rising: An Urban Fantasy Roleplaying Game,27,Tabletop Games,Games,USD,24/05/13 1:45,1000,24/04/13 1:45,1681,successful,91,US
1027544503,The Wrong Kind of Muslim: An Untold Story of Persecution,10,Nonfiction,Publishing,USD,05/07/12 5:59,6000,01/06/12 17:37,15114.86,successful,305,US
1027555266,Hydro Puppy,8,Product Design,Design,USD,27/08/14 20:59,3000,28/07/14 20:59,0,failed,0,US
10275572,20 cities | 20 mosaic maps,88,Digital Art,Art,EUR,20/08/15 17:17,350,21/07/15 17:17,1230,successful,22,NL
1027571016,Raptured Apparel,48,Apparel,Fashion,USD,09/06/16 0:16,3000,10/05/16 0:16,1,failed,1,US
1027583123,CHINGU - new american | korean inspired,22,Food Trucks,Food,USD,27/08/14 17:44,40000,28/06/14 17:44,11425,failed,69,US
1027590221,Kiri - The Anonymous Computer,55,Software,Technology,GBP,19/06/16 23:27,20000,20/05/16 23:27,2950,failed,62,GB
1027597283,Third Editions Books: your ultimate gamer library,40,Video Games,Games,EUR,28/09/16 18:30,100000,29/08/16 18:30,139296,successful,2044,FR
1027603690,The Sky is the Limit,27,Tabletop Games,Games,EUR,11/01/16 22:59,2500,12/12/15 22:59,2525,successful,49,NL
1027613317,Calling on God: Prayer Booth Ministry,23,Public Art,Art,USD,28/08/15 23:00,6000,29/07/15 23:00,6,failed,2,US
1027621154,Year of the Possum: The Green Grass Cloggers' 40th,9,Documentary,Film & Video,USD,10/09/11 20:49,2750,12/07/11 20:49,3170.5,successful,52,US
1027622318,Late Night @ North Texas - Season 1,4,Film & Video,Film & Video,USD,07/11/12 22:43,3100,08/10/12 22:43,3120,successful,59,US
1027637974,TAMAGEAR WINTER TECH SKI JACKET - Mountain Technical Gear,48,Apparel,Fashion,USD,03/01/16 23:00,20000,04/12/15 23:00,3745,failed,28,US
1027668328,Wizard's Academy,27,Tabletop Games,Games,GBP,17/04/15 21:00,30000,18/03/15 18:00,42295,successful,679,GB
1027670641,The Unjust & Us  -  A Love Letter to Your Killer (Canceled),9,Documentary,Film & Video,CAD,05/12/14 2:35,30000,05/11/14 2:35,4237,canceled,33,CA
1027675677,"MONSTER OF THE SKY - Mythic Tale of Love, Revenge, Closure",75,Animation,Film & Video,USD,22/02/13 0:00,25000,15/01/13 18:10,29370,successful,333,US
1027679440,"""Wroclaw Melody"" music video",3,Music,Music,EUR,08/02/15 22:21,500,29/01/15 22:21,2,failed,1,NL
1027689533,THRALL - Customizable Tabletop Card Game (Canceled),27,Tabletop Games,Games,USD,17/06/15 16:24,1260,18/05/15 16:24,602,canceled,11,US
